cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi,ruas 100,ruas 200,ruas 300,ruas 400,ruas 500,ruas 600,ruas 700,ruas 800,ruas 900,ruas 1000
50642,KOPERASI DESA MERAH PUTIH CANGKOL KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,CANGKOL,MOJOLABAN,-7.610356,110.879607,"Padi, Industri Kecil Dan Kreatif Kerajinan Butik Batik Percetakanbutik, Home Industri Konveksi, Bandeng Presto",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH CANGKOL KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",651.35,2688.22,5924.37,9270.04,14295.36,20527.01,27910.72,35808.84,44334.33,53922.63
51937,KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,TRIYAGAN,MOJOLABAN,-7.577729,110.893773,"Padi, Sapi, Kambing, Perikanan","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, Agen Laku Pandai","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",705.34,3597.39,8077.59,14524.13,22124.9,30985.81,41214.57,49923.23,59008.4,70504.45
52974,KOPERASI DESA MERAH PUTIH SAPEN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,SAPEN,MOJOLABAN,-7.59269287,110.90710309,"Sapi, Padi, Kambing, Perikanan",-,Pengadaan Sembako,594.18,1967.66,3802.75,6418.23,10270.48,15754.91,23351.5,30014.72,37434.16,46513.46
55321,KOPERASI DESA MERAH PUTIH LABAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,LABAN,MOJOLABAN,-7.60078301,110.8413238,Padi,-,Pengadaan Sembako,334.37,1412.33,3095.93,5370.74,7985.95,12260.42,17149.43,24606.63,30874.79,37819.71
55502,KOPERASI DESA MERAH PUTIH TEGALMADE KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,TEGALMADE,MOJOLABAN,-7.61172531,110.8416038,"Padi, Bebek, Itik",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",286.03,1034.94,2185.66,4089.64,6132.98,8030.67,9883.12,12655.45,16721.99,23102.78
56632,KOPERASI DESA MERAH PUTIH JOHO KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,JOHO,MOJOLABAN,-7.59140332,110.8876243,Padi,-,Pengadaan Sembako,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56654,KOPERASI DESA MERAH PUTIH KRAGILAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,KRAGILAN,MOJOLABAN,-7.60681799,110.9013277,"Padi, Sapi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KRAGILAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",650.0,2556.55,5293.49,7928.48,10460.11,13853.62,19332.58,25190.36,33383.61,41534.7
56685,KOPERASI DESA MERAH PUTIH DEMAKAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,DEMAKAN,MOJOLABAN,-7.592844,110.868736,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DEMAKAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",628.5,2380.7,4030.11,6676.79,9994.64,13727.09,18249.51,25185.68,31899.46,41275.52
56711,KOPERASI DESA MERAH PUTIH DUKUH KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,DUKUH,MOJOLABAN,-7.59082156,110.8652502,"Padi, Sapi, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DUKUH KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",545.51,1808.09,3518.0,5447.17,8760.52,14256.66,19863.19,24957.77,31090.62,36457.34
58641,KOPERASI DESA MERAH PUTIH PLUMBON KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,PLUMBON,MOJOLABAN,-7.59005638,110.8531513,"Jagung, Kambing, Padi",-,Pengadaan Sembako,269.05,1237.87,3472.95,5396.39,7833.58,11206.69,15926.72,22635.89,30929.4,39725.75
60578,KOPERASI DESA MERAH PUTIH PALUR KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,PALUR,MOJOLABAN,-7.57623033,110.8699696,Padi,-,Pengadaan Sembako,97.43,221.99,1263.34,2942.85,5713.25,9381.74,15882.6,23786.72,33918.46,44370.91
63301,KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,GADINGAN,MOJOLABAN,-7.58057519,110.8510913,"Sawah, Ubi Kayu, Ampyang, Makanan Rigan Karak Dan Rambak, Makanan Ringan Rengginang, Sapi, Romeo","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, kantor koperasi","Pengadaan Sembako, Kantor Koperasi",651.91,2693.05,5488.66,8654.76,12735.09,17686.48,23694.68,30627.01,37252.02,44704.37
52742,KOPERASI DESA MERAH PUTIH MAJASTO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,MAJASTO,TAWANGSARI,-7.7087488,110.7825755,"Ayam, Sapi, Padi, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MAJASTO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",467.06,1632.0,3896.27,6437.64,9723.35,13334.49,16923.67,20480.62,24678.73,28696.31
52773,KOPERASI DESA MERAH PUTIH PUNDUNGREJO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,PUNDUNGREJO,TAWANGSARI,-7.76204021,110.7962081,"Ayam, Sapi Ternak, Kambing, Padi","GERAI SEMBAKO DAN  LPJ, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PUNDUNGREJO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",23.93,297.14,780.75,1768.64,3685.01,7404.57,11467.37,14303.76,16991.79,20235.92
52821,KOPERASI DESA MERAH PUTIH LOROG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,LOROG,TAWANGSARI,-7.7389094,110.7943665,"Padi, Jagung, Kambing, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH LOROG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52914,KOPERASI DESA MERAH PUTIH KEDUNGJAMBAL KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,KEDUNGJAMBAL,TAWANGSARI,-7.734864,110.760975,"Padi, Sapi, Domba, Kambing, Gas 3 Kg, Selep Gabah",Agen Laku Pandai,"Pengadaan Sembako, Logistik Desa/Kelurahan",279.59,1255.71,3108.54,5153.97,7832.17,11318.5,16342.02,21715.98,28480.28,35368.95
55330,KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,GRAJEGAN,TAWANGSARI,-7.73501536,110.7738112,"Padi, Kambing, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,25.42,761.32,1682.42,3589.04,7069.08,10497.29,13931.76,16657.36,18668.21
55403,KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,DALANGAN,TAWANGSARI,-7.7239018,110.8143006,"Padi, Pisang",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55551,KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,WATUBONANG,TAWANGSARI,-7.747855,110.764424,"Padi, Wisata Alam Religi Gunung Taruwongso, Peternakan Skala Rumahan","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH WATUBONANG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62586,KOPERASI DESA MERAH PUTIH TAMBAKBOYO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,TAMBAKBOYO,TAWANGSARI,-7.68605638,110.7745137,"Padi, Sapi, Kambing, Domba",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TAMBAKBOYO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",278.86,1434.83,3458.29,6414.55,9482.92,12957.7,17002.84,22760.95,29054.77,35038.32
63446,KOPERASI DESA MERAH PUTIH TANGKISAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,TANGKISAN,TAWANGSARI,-7.70780169,110.7935643,Padi,KDMP Tangkisan,Pengadaan Sembako,144.45,643.2,1465.84,4037.87,7515.64,12212.66,16212.28,20936.39,27951.38,35138.37
65223,KOPERASI DESA MERAH PUTIH KATEGUHAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,KATEGUHAN,TAWANGSARI,-7.73081267,110.79257,"Padi, Jagung, Sapi, Kambing, Ayam, Perikanan","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KATEGUHAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, Agen Laku Pandai KDMP Kateguhan","Pengadaan Sembako, Kantor Koperasi",0.0,249.73,1303.26,4008.43,7631.63,11893.16,17278.1,23401.93,31526.37,41967.73
69989,KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,PONOWAREN,TAWANGSARI,-7.71856497,110.7777085,Padi,"GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PONOWAREN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55271,KOPERASI DESA MERAH PUTIH TEMPEL KECAMATAN GATAK KABUPATEN SUKOHARJO,TEMPEL,GATAK,-7.5806226,110.7147009,"Kambing, Padi",KDMP TEMPEL KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",693.34,1888.53,5582.6,9385.57,14185.86,18306.94,22002.16,28216.27,33826.68,40758.63
58150,KOPERASI DESA MERAH PUTIH KAGOKAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KAGOKAN,GATAK,-7.59275592,110.7217398,"Padi, Jagung, Cabai, Bebek",KDMP Kagokan Kecamatan Gatak Kabupaten Sukoharjo,Pengadaan Sembako,229.28,1339.31,3083.0,5323.91,8758.6,11683.93,15612.35,19409.92,25964.73,32622.42
58609,KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KLASEMAN,GATAK,-7.58652552,110.7255647,"Kambing, Padi, Penanaman Jagung, Tanaman Tembakau, Cabai Lokal, Sapi Ternak, Ternak Domba, Ayam Kampung, Peternak Bebek","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KLASEMAN KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",528.93,2059.21,4247.88,6801.24,10422.16,14473.12,18438.86,24270.24,30103.56,37324.65
58668,KOPERASI DESA MERAH PUTIH LUWANG KECAMATAN GATAK KABUPATEN SUKOHARJO,LUWANG,GATAK,-7.58880047,110.7379676,"Padi, Perikanan",Kanto KDMP Luwang,"Pengadaan Sembako, Kantor Koperasi",0.0,569.67,1832.82,4059.96,7334.73,11537.05,17457.79,24391.17,33020.54,41667.39
62137,KOPERASI DESA MERAH PUTIH SANGGUNG KECAMATAN GATAK KABUPATEN SUKOHARJO,SANGGUNG,GATAK,-7.59163056,110.7106582,"Padi, Usaha Kuliner Warung Makan, Tanaman Tembakau, Peternakan Unggas Ayam Bebek Dll",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SANGGUNG KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",199.38,912.28,2059.13,4839.01,9351.7,14661.21,21334.29,28773.38,36665.66,44416.64
62767,KOPERASI DESA MERAH PUTIH JATI KECAMATAN GATAK KABUPATEN SUKOHARJO,JATI,GATAK,-7.59716444,110.7633549,"Padi, Kacang Tanah, Kacang Hijau, Pisang, Kerbau, Bebek, Kambing, Ayam",-,Pengadaan Sembako,199.7,528.4,2570.31,6901.14,10891.68,17596.23,24240.08,33080.29,42272.71,51836.17
63271,KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO,WIRONANGGAN,GATAK,-7.57364089,110.7297468,"Padi, Cabai","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH WIRONANGGAN KECAMATAN GATAK KABUPATEN SUKOHARJO, KANTOR DESA WIRONANGGAN, GERAI SEMENTARA KDMP WIRONANGGAN","Pengadaan Sembako, Kantor Koperasi, Pergudangan / Cold Storage",0.0,909.8,2820.52,5833.81,10249.27,14960.02,20294.9,26563.0,33613.7,42004.94
65157,KOPERASI DESA MERAH PUTIH GENENG KECAMATAN GATAK KABUPATEN SUKOHARJO,GENENG,GATAK,-7.60619583,110.7583657,"Padi, Kambing, Ayam, Perikanan",GERAI KANTOR KOPERASI DESA MERAH PUTIH GENENG KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",173.58,716.99,1794.83,4388.84,7518.43,11854.69,17655.41,25308.94,35195.64,44608.34
65311,KOPERASI DESA MERAH PUTIH KRAJAN KECAMATAN GATAK KABUPATEN SUKOHARJO,KRAJAN,GATAK,-7.61123106,110.7520204,"Padi, Jagung, Kacang Tanah, Kacang Hijau, Sapi, Kerbau, Kambing, Domba, Ayam, Bebek",-,Pengadaan Sembako,295.05,979.22,2667.71,5017.56,9070.83,13283.0,17874.75,22306.91,28769.74,36379.93
65369,KOPERASI DESA MERAH PUTIH TROSEMI KECAMATAN GATAK KABUPATEN SUKOHARJO,TROSEMI,GATAK,-7.59151262,110.7539813,"Padi, Jagung, Kacang Tanah, Kacang Hijau, Kentang, Tomat, Alpukat, Sapi, Kambing, Ayam",KOPERASI DESA MERAH PUTIH TROSEMI KECAMATAN GATAK KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",476.25,2186.9,5310.04,8517.65,11976.02,15721.93,21472.32,27709.78,37559.71,47716.12
65370,KOPERASI DESA MERAH PUTIH TRANGSAN KECAMATAN GATAK KABUPATEN SUKOHARJO,TRANGSAN,GATAK,-7.58057185,110.7446808,"Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Tanah, Kacang Hijau, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan",-,Pengadaan Sembako,375.59,1333.62,2772.99,5686.46,8920.74,13688.15,19829.87,27168.39,37304.76,48863.93
65383,KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO,SRATEN,GATAK,-7.57522598,110.7218843,"Tanaman Padi, Jagung Manis","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH SRATEN KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",787.51,1999.0,4114.91,7962.4,12485.53,17870.05,21769.85,28107.72,35484.68,42634.22
69441,KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO,BLIMBING,GATAK,-7.5929811,110.73108914,"Bebek, Padi, Jagung, Ubi Kayu, Ubi Jalar, Kacang Hijau, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Itik, Perikanan","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN GATAK KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",692.78,1999.37,3453.22,5299.23,7180.46,10482.34,14309.05,18824.73,26229.47,33115.8
56364,KOPERASI DESA MERAH PUTIH BENTAKAN KECAMATAN BAKI KABUPATEN SUKOHARJO,BENTAKAN,BAKI,-7.62133768,110.7820627,"Kambing, Ayam, Bebek, Padi",-,Pengadaan Sembako,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61833,KOPERASI DESA MERAH PUTIH KUDU KECAMATAN BAKI KABUPATEN SUKOHARJO,KUDU,BAKI,-7.61357814,110.7920982,"Padi, Jagung, Cabai, Kambing, Ayam",GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KUDU KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",322.02,964.74,3858.42,7640.74,12500.64,18998.16,24749.66,30415.19,39756.53,51924.88
62163,KOPERASI DESA MERAH PUTIH JETIS KECAMATAN BAKI KABUPATEN SUKOHARJO,JETIS,BAKI,-7.61731383,110.7678209,"Padi, Kambing, Bebek",KOPERASI DESA MERAH PUTIH JETIS KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",685.42,2687.47,6593.28,10303.51,14430.7,20917.53,26296.37,32553.29,40025.15,49086.09
62306,KOPERASI DESA MERAH PUTIH WARU KECAMATAN BAKI KABUPATEN SUKOHARJO,WARU,BAKI,-7.58758845,110.7640208,"Padi, Jagung, Ubi Kayu, Cabai, Melon, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WARU KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",602.69,2321.66,4467.44,7870.57,13991.06,21351.51,29017.61,40006.6,50058.97,60320.56
62619,KOPERASI DESA MERAH PUTIH MENURAN KECAMATAN BAKI KABUPATEN SUKOHARJO,MENURAN,BAKI,-7.6103221,110.7749599,"Padi, Jagung, Ayam, Bebek",-,Pengadaan Sembako,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62931,KOPERASI DESA MERAH PUTIH MANCASAN KECAMATAN BAKI KABUPATEN SUKOHARJO,MANCASAN,BAKI,-7.6304919,110.7836336,"Padi, Cabai, Pisang, Mangga, Sapi, Kerbau, Kambing, Domba, Ayam, Bebek","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MANCASAN KECAMATAN BAKI KABUPATEN SUKOHARJO, Agen Laku Pandai","Pengadaan Sembako, Kantor Koperasi",768.81,3064.0,6699.12,9932.73,13541.32,18057.12,22635.55,27399.75,32319.38,40001.84
63471,KOPERASI DESA MERAH PUTIH KADILANGU KECAMATAN BAKI KABUPATEN SUKOHARJO,KADILANGU,BAKI,-7.60361566,110.7883895,Padi,Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",489.9,2196.92,4605.82,7650.18,10625.37,16014.99,22272.97,29815.82,38608.06,50254.79
65250,KOPERASI DESA MERAH PUTIH SIWAL KECAMATAN BAKI KABUPATEN SUKOHARJO,SIWAL,BAKI,-7.59101321,110.7773826,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SIWAL KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",270.11,744.87,2457.31,5570.34,10554.77,16872.2,24629.38,33415.7,44103.22,53933.0
65372,KOPERASI DESA MERAH PUTIH NGROMBO KECAMATAN BAKI KABUPATEN SUKOHARJO,NGROMBO,BAKI,-7.6362016,110.7871631,"Padi, Jagung, Sapi, Kambing, Domba, Ayam, Bebek",-,Pengadaan Sembako,668.21,1591.2,3771.54,6914.82,10800.39,15252.72,19526.92,26774.9,33843.63,39964.38
65374,KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO,GEDONGAN,BAKI,-7.623938,110.769119,"Padi, Sapi, Kambing, Domba, Ayam, Bebek, Itik","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, GERAI LOGISTIK KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH GEDONGAN KECAMATAN BAKI KABUPATEN SUKOHARJO, Kantor Koperasi","Pengadaan Sembako, Usaha Simpan Pinjam, Klinik Desa/Kelurahan, Logistik Desa/Kelurahan, Kantor Koperasi",733.83,2663.54,6167.5,9927.08,13511.46,18430.56,24258.0,31175.35,37898.76,44091.2
68289,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BAKI KABUPATEN SUKOHARJO,GENTAN,BAKI,-7.5795043,110.783224,"Cabai, Tanaman Obat, Ayam, Perikanan","Klikgentan.id, GentaPOS, Kantor Koperasi Desa Merah Putih Gentan Kec. Baki Kab. Sukoharjo","Pengadaan Sembako, Kantor Koperasi",774.9,3196.8,7746.16,14992.55,23523.22,33169.6,42905.16,53692.95,65227.13,78924.93
68825,KOPERASI DESA MERAH PUTIH PURBAYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,PURBAYAN,BAKI,-7.57600924,110.7713954,"Padi, Jagung, Cabai, Melon, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PURBAYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",880.69,3619.91,8474.98,15472.8,23465.95,33184.39,43306.49,54764.27,68901.23,84830.68
69964,KOPERASI DESA MERAH PUTIH DUWET KECAMATAN BAKI KABUPATEN SUKOHARJO,DUWET,BAKI,-7.59837764,110.7724777,Padi,"GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH DUWET KECAMATAN BAKI KABUPATEN SUKOHARJO, Kantor KDMP Duwet","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70215,KOPERASI DESA MERAH PUTIH BAKIPANDEYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,BAKIPANDEYAN,BAKI,-7.59667538,110.7863531,"Padi, Cabai, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BAKIPANDEYAN KECAMATAN BAKI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,863.67,2378.42,4805.38,8050.99,12385.05,17726.69,24822.42,32324.33,41979.43
